experiment,epoch,image_index,ground_truth,target,landscape_split,bn_mode,target_layer,epsilon_alpha,epsilon_beta,lambda_min,lambda_max,anisotropy,center_prediction,center_confidence,center_target_probability,perturbed_prediction,perturbed_confidence,perturbed_target_probability,prediction_unchanged,center_correct,perturbed_correct,signed_cosine,signed_cosine_distance,magnitude_cosine,magnitude_cosine_distance,magnitude_pearson,relative_l1,top_k_overlap
sgd_no_momentum,150,0,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,3,0.9850342869758606,0.9850342869758606,3,0.9851078391075134,0.9851078391075134,1,1,1,0.9999689809457585,3.101905424152118e-05,0.9999689809457585,3.101905424152118e-05,0.9998175569770478,0.007069071754813194,0.9428571428571428
sgd_no_momentum,150,0,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,3,0.9850342869758606,0.9850342869758606,3,0.9839996695518494,0.9839996695518494,1,1,1,0.9998615438770904,0.00013845612290963594,0.9998615438770904,0.00013845612290963594,0.9991943079520939,0.015410608612000942,0.9428571428571428
sgd_no_momentum,150,0,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,3,0.9850342869758606,0.9850342869758606,3,0.9793180227279663,0.9793180227279663,1,1,1,0.9995663063774082,0.0004336936225918242,0.9995663063774082,0.0004336936225918242,0.9968158350220777,0.028757525607943535,0.8053097345132744
sgd_no_momentum,150,0,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,3,0.9850342869758606,0.9850342869758606,3,0.9875160455703735,0.9875160455703735,1,1,1,0.9997693626782889,0.0002306373217111357,0.9997693626782889,0.0002306373217111357,0.9983481350382173,0.020120076835155487,0.9065420560747663
sgd_no_momentum,150,1,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,8,0.9989356398582458,0.9989356398582458,8,0.9986889958381653,0.9986889958381653,1,1,1,0.9999277682050501,7.223179494986187e-05,0.9999277682050501,7.223179494986187e-05,0.9989378152517382,0.011066245846450329,0.9065420560747663
sgd_no_momentum,150,1,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,8,0.9989356398582458,0.9989356398582458,8,0.9988535642623901,0.9988535642623901,1,1,1,0.9999114869182018,8.851308179824713e-05,0.9999114869182018,8.851308179824713e-05,0.9986810589882493,0.011615868657827377,0.9428571428571428
sgd_no_momentum,150,1,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,8,0.9989356398582458,0.9989356398582458,8,0.998689591884613,0.998689591884613,1,1,1,0.9999582625160405,4.173748395952526e-05,0.9999582625160405,4.173748395952526e-05,0.9993609864520033,0.007915452122688293,0.9428571428571428
sgd_no_momentum,150,1,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,8,0.9989356398582458,0.9989356398582458,8,0.9990767240524292,0.9990767240524292,1,1,1,0.9999592444030889,4.075559691107955e-05,0.9999592444030889,4.075559691107955e-05,0.999372721165565,0.008574865758419037,0.9065420560747663
sgd_no_momentum,150,2,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,8,0.7724525332450867,0.7724525332450867,8,0.7880175709724426,0.7880175709724426,1,1,1,0.9985425465405978,0.0014574534594021804,0.9985425465405978,0.0014574534594021804,0.9885867922148733,0.04992741346359253,0.8545454545454545
sgd_no_momentum,150,2,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,8,0.7724525332450867,0.7724525332450867,8,0.752255380153656,0.752255380153656,1,1,1,0.9985629405971358,0.0014370594028642047,0.9985629405971358,0.0014370594028642047,0.9918841254830745,0.05221026763319969,0.8053097345132744
sgd_no_momentum,150,2,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,8,0.7724525332450867,0.7724525332450867,8,0.7946094274520874,0.7946094274520874,1,1,1,0.9984930727223661,0.001506927277633907,0.9984930727223661,0.001506927277633907,0.9892648502892983,0.05143144354224205,0.8888888888888888
sgd_no_momentum,150,2,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,8,0.7724525332450867,0.7724525332450867,8,0.7080764174461365,0.7080764174461365,1,1,1,0.9974850446016914,0.0025149553983085937,0.9974850446016914,0.0025149553983085937,0.9897551760543855,0.06806301325559616,0.8545454545454545
sgd_no_momentum,150,3,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,0,0.7310788035392761,0.7310788035392761,0,0.7489604353904724,0.7489604353904724,1,1,1,0.9998409248083739,0.00015907519162605688,0.9998409248083739,0.00015907519162605688,0.999388946507163,0.01859884150326252,0.8378378378378378
sgd_no_momentum,150,3,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,0,0.7310788035392761,0.7310788035392761,0,0.667759895324707,0.667759895324707,1,1,1,0.9994852719654955,0.0005147280345044747,0.9994852719654955,0.0005147280345044747,0.9984081210201339,0.035426974296569824,0.9245283018867925
sgd_no_momentum,150,3,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,0,0.7310788035392761,0.7310788035392761,0,0.773813784122467,0.773813784122467,1,1,1,0.999653065541669,0.0003469344583310052,0.999653065541669,0.0003469344583310052,0.9981858892145895,0.02809836156666279,0.7894736842105263
sgd_no_momentum,150,3,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,0,0.7310788035392761,0.7310788035392761,0,0.6487571001052856,0.6487571001052856,1,1,1,0.9991143323771304,0.0008856676228695681,0.9991143323771304,0.0008856676228695681,0.9972932842382981,0.04936590418219566,0.9065420560747663
sgd_no_momentum,150,4,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,6,0.9917749166488647,0.9917749166488647,6,0.9831377267837524,0.9831377267837524,1,1,1,0.9998529936134916,0.00014700638650844144,0.9998529936134916,0.00014700638650844144,0.9993688197758269,0.014334089122712612,0.9245283018867925
sgd_no_momentum,150,4,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,6,0.9917749166488647,0.9917749166488647,6,0.9953043460845947,0.9953043460845947,1,1,1,0.9999179050486967,8.209495130329092e-05,0.9999179050486967,8.209495130329092e-05,0.9996349887825415,0.010505207814276218,0.9805825242718447
sgd_no_momentum,150,4,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,6,0.9917749166488647,0.9917749166488647,6,0.9914576411247253,0.9914576411247253,1,1,1,0.9999464884267137,5.3511573286257885e-05,0.9999464884267137,5.3511573286257885e-05,0.9997543445977208,0.012096195481717587,0.9245283018867925
sgd_no_momentum,150,4,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,6,0.9917749166488647,0.9917749166488647,6,0.9910888671875,0.9910888671875,1,1,1,0.9999307834239841,6.921657601588471e-05,0.9999307834239841,6.921657601588471e-05,0.9997515707670377,0.010930117219686508,0.9615384615384616
sgd_no_momentum,150,5,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,6,0.9908068776130676,0.9908068776130676,6,0.9903669357299805,0.9903669357299805,1,1,1,0.9995196482868273,0.00048035171317273306,0.9995196482868273,0.00048035171317273306,0.9976828234914635,0.026430277153849602,0.9615384615384616
sgd_no_momentum,150,5,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,6,0.9908068776130676,0.9908068776130676,6,0.9831264615058899,0.9831264615058899,1,1,1,0.9982508149912014,0.001749185008798615,0.9982508149912014,0.001749185008798615,0.9926260577782083,0.055822890251874924,0.8888888888888888
sgd_no_momentum,150,5,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,6,0.9908068776130676,0.9908068776130676,6,0.9841428399085999,0.9841428399085999,1,1,1,0.9992268607347037,0.0007731392652963187,0.9992268607347037,0.0007731392652963187,0.9959877253321732,0.03659113496541977,0.9065420560747663
sgd_no_momentum,150,5,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,6,0.9908068776130676,0.9908068776130676,6,0.9941007494926453,0.9941007494926453,1,1,1,0.9997003658013132,0.0002996341986868378,0.9997003658013132,0.0002996341986868378,0.998382846793333,0.022626878693699837,0.8888888888888888
sgd_no_momentum,150,6,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,1,0.787690281867981,0.787690281867981,9,0.655619740486145,0.3365618586540222,0,1,0,0.9960470199611661,0.003952980038833931,0.9960470199611661,0.003952980038833931,0.9903796072257337,0.09023425728082657,0.7739130434782608
sgd_no_momentum,150,6,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,1,0.787690281867981,0.787690281867981,1,0.9291552901268005,0.9291552901268005,1,1,1,0.9993953796640274,0.0006046203359726388,0.9993953796640274,0.0006046203359726388,0.9981816805952853,0.043326038867235184,0.8214285714285714
sgd_no_momentum,150,6,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,1,0.787690281867981,0.787690281867981,1,0.7343079447746277,0.7343079447746277,1,1,1,0.9998166087495755,0.00018339125042454718,0.9998166087495755,0.00018339125042454718,0.9993284783728716,0.02143227681517601,0.9615384615384616
sgd_no_momentum,150,6,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,1,0.787690281867981,0.787690281867981,1,0.8964973092079163,0.8964973092079163,1,1,1,0.9996795127720339,0.0003204872279660709,0.9996795127720339,0.0003204872279660709,0.9989397594667683,0.03216816484928131,0.8715596330275229
sgd_no_momentum,150,8,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.4892469669818396,2.0484973166943017,1.3755255925387975,3,0.940253496170044,0.940253496170044,3,0.946928858757019,0.946928858757019,1,1,1,0.9999544006170531,4.559938294690369e-05,0.9999544006170531,4.559938294690369e-05,0.9996623839269465,0.010478650219738483,0.9428571428571428
