experiment,epoch,image_index,ground_truth,target,landscape_split,bn_mode,target_layer,epsilon_alpha,epsilon_beta,lambda_min,lambda_max,anisotropy,center_prediction,center_confidence,center_target_probability,perturbed_prediction,perturbed_confidence,perturbed_target_probability,prediction_unchanged,center_correct,perturbed_correct,signed_cosine,signed_cosine_distance,magnitude_cosine,magnitude_cosine_distance,magnitude_pearson,relative_l1,top_k_overlap
sgd_nesterov,150,0,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,3,0.9292861223220825,0.9292861223220825,3,0.9105933308601379,0.9105933308601379,1,1,1,0.9998762738251934,0.0001237261748066043,0.9998762738251934,0.0001237261748066043,0.9993050402535746,0.014397324994206429,0.9615384615384616
sgd_nesterov,150,0,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,3,0.9292861223220825,0.9292861223220825,3,0.9439676403999329,0.9439676403999329,1,1,1,0.9997615265927691,0.00023847340723093247,0.9997615265927691,0.00023847340723093247,0.998737977851679,0.021651949733495712,0.9615384615384616
sgd_nesterov,150,0,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,3,0.9292861223220825,0.9292861223220825,3,0.9298024773597717,0.9298024773597717,1,1,1,0.9997592745109021,0.00024072548909792602,0.9997592745109021,0.00024072548909792602,0.9986472149470352,0.021339666098356247,0.9428571428571428
sgd_nesterov,150,0,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,3,0.9292861223220825,0.9292861223220825,3,0.9262539744377136,0.9262539744377136,1,1,1,0.9996799624755972,0.0003200375244027942,0.9996799624755972,0.0003200375244027942,0.9983158608188832,0.02429717592895031,0.9805825242718447
sgd_nesterov,150,1,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.9956547021865845,0.9956547021865845,8,0.9955808520317078,0.9955808520317078,1,1,1,0.9999752530369934,2.47469630065833e-05,0.9999752530369934,2.47469630065833e-05,0.9999485360920046,0.008284860290586948,0.9615384615384616
sgd_nesterov,150,1,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.9956547021865845,0.9956547021865845,8,0.9954763054847717,0.9954763054847717,1,1,1,0.9999864069433656,1.3593056634397804e-05,0.9999864069433656,1.3593056634397804e-05,0.9999726693737172,0.006153421010822058,1.0
sgd_nesterov,150,1,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.9956547021865845,0.9956547021865845,8,0.9958915710449219,0.9958915710449219,1,1,1,0.9999787486285769,2.1251371423058885e-05,0.9999787486285769,2.1251371423058885e-05,0.9999611981908383,0.007664244156330824,0.9805825242718447
sgd_nesterov,150,1,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.9956547021865845,0.9956547021865845,8,0.9953228831291199,0.9953228831291199,1,1,1,0.999976011802519,2.3988197480950824e-05,0.999976011802519,2.3988197480950824e-05,0.9999523229367451,0.00753342779353261,0.9805825242718447
sgd_nesterov,150,2,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.8074229955673218,0.8074229955673218,8,0.8022876977920532,0.8022876977920532,1,1,1,0.9999778075946193,2.2192405380705438e-05,0.9999778075946193,2.2192405380705438e-05,0.9999644926524365,0.0086136469617486,0.9805825242718447
sgd_nesterov,150,2,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.8074229955673218,0.8074229955673218,8,0.8167107105255127,0.8167107105255127,1,1,1,0.9999589887983478,4.1011201652230156e-05,0.9999589887983478,4.1011201652230156e-05,0.9999294086181472,0.01046055369079113,0.9615384615384616
sgd_nesterov,150,2,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.8074229955673218,0.8074229955673218,8,0.7967639565467834,0.7967639565467834,1,1,1,0.9999656720601852,3.432793981483773e-05,0.9999656720601852,3.432793981483773e-05,0.9999615820094145,0.009224409237504005,0.9805825242718447
sgd_nesterov,150,2,8,8,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.8074229955673218,0.8074229955673218,8,0.8165053129196167,0.8165053129196167,1,1,1,0.9999511610507156,4.883894928442434e-05,0.9999511610507156,4.883894928442434e-05,0.9999504274079264,0.011435376480221748,1.0
sgd_nesterov,150,3,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.8440703749656677,0.08486299216747284,8,0.8461363911628723,0.08279162645339966,1,0,0,0.9979659316114636,0.0020340683885363697,0.9979659316114636,0.0020340683885363697,0.9953276044220477,0.06280786544084549,0.9245283018867925
sgd_nesterov,150,3,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.8440703749656677,0.08486299216747284,8,0.8443968296051025,0.08479209989309311,1,0,0,0.9975039293966964,0.0024960706033035907,0.9975039293966964,0.0024960706033035907,0.9943409885208726,0.0696587860584259,0.8214285714285714
sgd_nesterov,150,3,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.8440703749656677,0.08486299216747284,8,0.8353554010391235,0.08114710450172424,1,0,0,0.9971555175009291,0.0028444824990708772,0.9971555175009291,0.0028444824990708772,0.9947550961146303,0.08062507212162018,0.9805825242718447
sgd_nesterov,150,3,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,8,0.8440703749656677,0.08486299216747284,8,0.8464149832725525,0.08921069651842117,1,0,0,0.9959161556200513,0.004083844379948687,0.9959161556200513,0.004083844379948687,0.9915350741183795,0.10460904985666275,1.0
sgd_nesterov,150,4,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,6,0.9453420639038086,0.9453420639038086,6,0.9385695457458496,0.9385695457458496,1,1,1,0.9998437979043782,0.00015620209562183796,0.9998437979043782,0.00015620209562183796,0.9996826042504005,0.01881454326212406,0.9428571428571428
sgd_nesterov,150,4,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,6,0.9453420639038086,0.9453420639038086,6,0.9510135650634766,0.9510135650634766,1,1,1,0.9999460198239661,5.398017603386318e-05,0.9999460198239661,5.398017603386318e-05,0.9998915265889321,0.011593295261263847,0.9615384615384616
sgd_nesterov,150,4,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,6,0.9453420639038086,0.9453420639038086,6,0.9397972822189331,0.9397972822189331,1,1,1,0.9999012697548819,9.873024511808381e-05,0.9999012697548819,9.873024511808381e-05,0.9998659415501583,0.01797003298997879,0.9805825242718447
sgd_nesterov,150,4,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,6,0.9453420639038086,0.9453420639038086,6,0.9493714570999146,0.9493714570999146,1,1,1,0.9998626439006412,0.00013735609935883186,0.9998626439006412,0.00013735609935883186,0.9997658689420669,0.020243842154741287,0.9805825242718447
sgd_nesterov,150,5,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,6,0.6186829805374146,0.6186829805374146,6,0.5859957933425903,0.5859957933425903,1,1,1,0.9999709141035996,2.9085896400382616e-05,0.9999709141035996,2.9085896400382616e-05,0.9999535785103165,0.010471992194652557,1.0
sgd_nesterov,150,5,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,6,0.6186829805374146,0.6186829805374146,6,0.6624288558959961,0.6624288558959961,1,1,1,0.9999632277764113,3.677222358866583e-05,0.9999632277764113,3.677222358866583e-05,0.9999477903594622,0.012223697267472744,1.0
sgd_nesterov,150,5,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,6,0.6186829805374146,0.6186829805374146,6,0.6912974119186401,0.6912974119186401,1,1,1,0.9999149632856649,8.503671433512938e-05,0.9999149632856649,8.503671433512938e-05,0.9998576952381173,0.01629677228629589,0.9805825242718447
sgd_nesterov,150,5,6,6,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,6,0.6186829805374146,0.6186829805374146,6,0.5450750589370728,0.5450750589370728,1,1,1,0.9999485407626525,5.145923734750646e-05,0.9999485407626525,5.145923734750646e-05,0.999907075246763,0.013078144751489162,1.0
sgd_nesterov,150,6,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,1,0.9073359966278076,0.9073359966278076,1,0.9067968130111694,0.9067968130111694,1,1,1,0.9997648141568366,0.00023518584316339908,0.9997648141568366,0.00023518584316339908,0.9993017320807557,0.02222088724374771,0.9428571428571428
sgd_nesterov,150,6,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,1,0.9073359966278076,0.9073359966278076,1,0.9035871624946594,0.9035871624946594,1,1,1,0.9997752897587174,0.00022471024128256634,0.9997752897587174,0.00022471024128256634,0.9993335622134345,0.021193737164139748,0.9615384615384616
sgd_nesterov,150,6,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,1,0.9073359966278076,0.9073359966278076,1,0.898158848285675,0.898158848285675,1,1,1,0.9999474981562722,5.250184372784794e-05,0.9999474981562722,5.250184372784794e-05,0.9998570447319652,0.010363034904003143,0.9615384615384616
sgd_nesterov,150,6,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,1,0.9073359966278076,0.9073359966278076,1,0.9055036306381226,0.9055036306381226,1,1,1,0.9999469165285845,5.308347141552705e-05,0.9999469165285845,5.308347141552705e-05,0.9998484633874118,0.011394484899938107,0.9805825242718447
sgd_nesterov,150,8,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,3,0.8762011528015137,0.8762011528015137,3,0.8580600619316101,0.8580600619316101,1,1,1,0.999508881914818,0.0004911180851819852,0.999508881914818,0.0004911180851819852,0.9964167621858615,0.034070126712322235,0.7894736842105263
sgd_nesterov,150,8,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,3,0.8762011528015137,0.8762011528015137,3,0.893859326839447,0.893859326839447,1,1,1,0.9996282789581865,0.00037172104181348864,0.9996282789581865,0.00037172104181348864,0.9971962963244974,0.03220943361520767,0.8214285714285714
sgd_nesterov,150,8,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,3,0.8762011528015137,0.8762011528015137,3,0.8757078647613525,0.8757078647613525,1,1,1,0.9994948996747962,0.0005051003252037889,0.9994948996747962,0.0005051003252037889,0.9961931294184099,0.028389981016516685,0.8545454545454545
sgd_nesterov,150,8,3,3,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,3,0.8762011528015137,0.8762011528015137,3,0.8792555332183838,0.8792555332183838,1,1,1,0.9993387893223143,0.000661210677685653,0.9993387893223143,0.000661210677685653,0.9950685019906402,0.03290940821170807,0.8053097345132744
sgd_nesterov,150,9,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,9,0.5431092977523804,0.41833293437957764,9,0.6178449988365173,0.34591594338417053,1,0,0,0.9986901106043089,0.0013098893956910995,0.9986901106043089,0.0013098893956910995,0.9965913925827372,0.05216784030199051,0.8214285714285714
sgd_nesterov,150,9,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,9,0.5431092977523804,0.41833293437957764,9,0.5155314803123474,0.4446980655193329,1,0,0,0.9994591109617955,0.000540889038204484,0.9994591109617955,0.000540889038204484,0.9985873070065556,0.03258178383111954,0.9428571428571428
sgd_nesterov,150,9,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,9,0.5431092977523804,0.41833293437957764,9,0.49682357907295227,0.46955955028533936,1,0,0,0.9993994031568615,0.0006005968431385122,0.9993994031568615,0.0006005968431385122,0.9984970452220313,0.037895191460847855,0.9428571428571428
sgd_nesterov,150,9,1,1,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,9,0.5431092977523804,0.41833293437957764,9,0.6012861728668213,0.3550601601600647,1,0,0,0.9991674351256536,0.0008325648743463532,0.9991674351256536,0.0008325648743463532,0.9980269778792448,0.043238140642642975,0.8545454545454545
sgd_nesterov,150,10,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,0,0.8610628843307495,0.8610628843307495,0,0.8770204186439514,0.8770204186439514,1,1,1,0.9991583107114044,0.0008416892885956262,0.9991583107114044,0.0008416892885956262,0.9978477702966102,0.04161638393998146,0.8378378378378378
sgd_nesterov,150,10,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,0,0.8610628843307495,0.8610628843307495,0,0.8497260808944702,0.8497260808944702,1,1,1,0.9997268251470762,0.0002731748529237743,0.9997268251470762,0.0002731748529237743,0.9993105402828923,0.02196856215596199,0.9428571428571428
sgd_nesterov,150,10,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,0,0.8610628843307495,0.8610628843307495,0,0.8402826189994812,0.8402826189994812,1,1,1,0.9998368568575475,0.00016314314245247097,0.9998368568575475,0.00016314314245247097,0.9996286642899735,0.01837293431162834,0.9245283018867925
sgd_nesterov,150,10,0,0,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,0,0.8610628843307495,0.8610628843307495,0,0.8823869824409485,0.8823869824409485,1,1,1,0.9972315265804174,0.00276847341958264,0.9972315265804174,0.00276847341958264,0.9929389794094347,0.08800415694713593,0.7
sgd_nesterov,150,11,9,9,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,1.8994209183599533,2.4906042204950194,1.3112439672642549,9,0.996954083442688,0.996954083442688,9,0.9969789981842041,0.9969789981842041,1,1,1,0.9999525628484065,4.743715159349904e-05,0.9999525628484065,4.743715159349904e-05,0.9999173308042011,0.011126562021672726,0.9615384615384616
