experiment,first_epoch,last_epoch,image_index,signed_cosine,signed_cosine_distance,magnitude_cosine,magnitude_cosine_distance,magnitude_pearson,relative_l1,top_k_overlap
sgd_nesterov,150,300,0,0.8754852777265775,0.12451472227342253,0.8754852777265775,0.12451472227342253,0.19579262960186491,0.5074144601821899,0.0
sgd_nesterov,150,300,1,0.7833960113867784,0.2166039886132216,0.7833960113867784,0.2166039886132216,0.4689139124073007,1.1089457273483276,0.07368421052631578
sgd_nesterov,150,300,2,0.8426698032799333,0.15733019672006665,0.8426698032799333,0.15733019672006665,0.7292198677451865,0.960644006729126,0.3076923076923077
sgd_nesterov,150,300,3,0.6615861245907843,0.33841387540921575,0.6615861245907843,0.33841387540921575,-0.28085933185313167,1.1632531881332397,0.0
sgd_nesterov,150,300,4,0.857794852178982,0.142205147821018,0.857794852178982,0.142205147821018,0.7430716380255105,0.940795361995697,0.11475409836065574
sgd_nesterov,150,300,5,0.8447982267759027,0.15520177322409734,0.8447982267759027,0.15520177322409734,0.7322708426243063,1.086275577545166,0.275
sgd_nesterov,150,300,6,0.903379881811739,0.096620118188261,0.903379881811739,0.096620118188261,0.7304015910749191,0.6684739589691162,0.10869565217391304
sgd_nesterov,150,300,8,0.888159051015485,0.11184094898451502,0.888159051015485,0.11184094898451502,0.09040187033784501,0.44570285081863403,0.0
sgd_nesterov,150,300,9,0.8766885689752876,0.12331143102471243,0.8766885689752876,0.12331143102471243,0.7141039918166024,0.903275728225708,0.13966480446927373
sgd_nesterov,150,300,10,0.7705576639861714,0.22944233601382857,0.7705576639861714,0.22944233601382857,0.18458441218474922,0.7947618365287781,0.030303030303030304
sgd_nesterov,150,300,11,0.8345828343546599,0.16541716564534015,0.8345828343546599,0.16541716564534015,0.6508604970103514,1.119547724723816,0.12087912087912088
sgd_nesterov,150,300,12,0.7003937587218737,0.2996062412781263,0.7003937587218737,0.2996062412781263,0.12638047711248965,1.3096628189086914,0.0
sgd_nesterov,150,300,13,0.8054124096823067,0.19458759031769335,0.8054124096823067,0.19458759031769335,0.03724646508461056,0.7688441276550293,0.0625
sgd_nesterov,150,300,14,0.8372905831317178,0.16270941686828222,0.8372905831317178,0.16270941686828222,0.6903158201838123,1.1716198921203613,0.4166666666666667
sgd_nesterov,150,300,16,0.6354331766872743,0.3645668233127257,0.6354331766872743,0.3645668233127257,0.3496502040460362,2.496173620223999,0.0
sgd_nesterov,150,300,17,0.7696493920740523,0.23035060792594775,0.7696493920740523,0.23035060792594775,0.10417180698255078,0.8609620928764343,0.0
sgd_nesterov,150,300,22,0.6349348034232755,0.36506519657672454,0.6349348034232755,0.36506519657672454,-0.08559216322940642,1.1832611560821533,0.0
sgd_nesterov,150,300,25,0.8786752023846631,0.12132479761533688,0.8786752023846631,0.12132479761533688,0.726718728442337,0.7342204451560974,0.1657142857142857
sgd_nesterov,150,300,26,0.8170632685595013,0.1829367314404987,0.8170632685595013,0.1829367314404987,0.049670543475044536,0.6602798700332642,0.0
sgd_nesterov,150,300,35,0.47881880241268093,0.5211811975873191,0.47881880241268093,0.5211811975873191,0.2758368470293771,1.323286771774292,0.12087912087912088
