experiment,first_epoch,last_epoch,image_index,signed_cosine,signed_cosine_distance,magnitude_cosine,magnitude_cosine_distance,magnitude_pearson,relative_l1,top_k_overlap
sgd_nesterov,150,300,0,0.32547369184553326,0.6745263081544668,0.6263902845537371,0.37360971544626287,0.37507976781035013,1.0219899415969849,0.1657142857142857
sgd_nesterov,150,300,1,0.15450981514183265,0.8454901848581673,0.6352964086722953,0.3647035913277047,0.4374232629892847,1.3267654180526733,0.2215568862275449
sgd_nesterov,150,300,2,0.3459158331389739,0.6540841668610261,0.667431217233597,0.332568782766403,0.4397624949706478,2.866966724395752,0.19298245614035087
sgd_nesterov,150,300,3,0.08419589420570621,0.9158041057942938,0.6245741433816295,0.37542585661837047,0.3087590221765192,5.223224639892578,0.13966480446927373
sgd_nesterov,150,300,4,0.0702975093423912,0.9297024906576088,0.632025229046695,0.367974770953305,0.3792879294954637,1.8132888078689575,0.2215568862275449
sgd_nesterov,150,300,5,0.28320425358533796,0.716795746414662,0.6426778439573455,0.3573221560426545,0.4363336543243857,2.566941738128662,0.2
sgd_nesterov,150,300,6,0.18889104303006954,0.8111089569699305,0.6697057876642232,0.3302942123357768,0.4302714640989352,1.432424783706665,0.21428571428571427
sgd_nesterov,150,300,8,-0.04258829107338098,1.042588291073381,0.5439504130991771,0.45604958690082287,0.2992428212806474,0.8363449573516846,0.1724137931034483
sgd_nesterov,150,300,9,0.2921637157948392,0.7078362842051609,0.616503486865898,0.38349651313410205,0.4268193839323724,1.1918572187423706,0.19298245614035087
sgd_nesterov,150,300,10,0.15639878184175168,0.8436012181582483,0.6197453209617225,0.3802546790382775,0.4813822918259691,1.4043574333190918,0.3076923076923077
sgd_nesterov,150,300,11,0.2649129877355861,0.735087012264414,0.6849400848621655,0.3150599151378345,0.502084909166045,0.7239346504211426,0.23636363636363636
sgd_nesterov,150,300,12,0.06165839592191015,0.9383416040780899,0.5860848665544051,0.41391513344559494,0.3317407615960679,2.480297088623047,0.1657142857142857
sgd_nesterov,150,300,13,0.22176046793028567,0.7782395320697143,0.64140727958132,0.35859272041867996,0.39551702088837937,0.7300839424133301,0.18604651162790697
sgd_nesterov,150,300,14,0.5428168822872439,0.4571831177127561,0.7648315617441876,0.23516843825581235,0.6434636971929175,1.1271966695785522,0.36
sgd_nesterov,150,300,16,0.16060192677269677,0.8393980732273032,0.6461607289958263,0.35383927100417367,0.5496299751382662,1.872525930404663,0.3691275167785235
sgd_nesterov,150,300,17,-0.024480454772974586,1.0244804547729747,0.6330780387926812,0.3669219612073188,0.3884487559760873,1.989833950996399,0.19298245614035087
sgd_nesterov,150,300,22,0.1429923004873229,0.8570076995126771,0.5836097837406304,0.41639021625936956,0.3022440548512144,3.680147171020508,0.13333333333333333
sgd_nesterov,150,300,25,0.14778795259894797,0.852212047401052,0.5153805401648859,0.4846194598351141,0.23476032331763286,5.452061176300049,0.1270718232044199
sgd_nesterov,150,300,26,0.19431093619981368,0.8056890638001863,0.6163214796456624,0.3836785203543376,0.42276291866972465,4.7215495109558105,0.1590909090909091
sgd_nesterov,150,300,35,0.19245526792760104,0.807544732072399,0.654879926001006,0.345120073998994,0.3979960325855508,3.9791717529296875,0.13966480446927373
