experiment,epoch,image_index,ground_truth,center_prediction,center_confidence,center_correct,lambda_min,lambda_max,anisotropy,mean_magnitude_cosine_distance,max_magnitude_cosine_distance,mean_signed_cosine_distance,max_signed_cosine_distance,prediction_stability
sgd_no_momentum,150,0,3,3,0.9850342869758606,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.034935376312512645,0.044253332401890444,0.04877075880579515,0.05862575818378568,1.0
sgd_no_momentum,150,1,8,8,0.9989356398582458,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.04407805707817594,0.055606071647446687,0.06320997500701006,0.08030004949186664,1.0
sgd_no_momentum,150,2,8,8,0.7724525332450867,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.044929291188674,0.051416892965035044,0.06148000674590856,0.06848461961023844,1.0
sgd_no_momentum,150,3,0,0,0.7310788035392761,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.0377275933289416,0.040033406776225355,0.051100613861479016,0.05515522905731962,1.0
sgd_no_momentum,150,4,6,6,0.9917749166488647,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.03537350290087393,0.040912807315948374,0.052813335042349974,0.06184715299541321,1.0
sgd_no_momentum,150,5,6,6,0.9908068776130676,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.052630656409258514,0.06712609664527991,0.0745112199020656,0.08901475919138557,1.0
sgd_no_momentum,150,6,1,1,0.787690281867981,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.03899821263876757,0.053898133721849706,0.05872911262157299,0.083970389890897,0.75
sgd_no_momentum,150,8,3,3,0.940253496170044,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.04583622510879479,0.052552673526255256,0.06397741409481844,0.07026495143126599,1.0
sgd_no_momentum,150,9,1,1,0.5514301061630249,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.036224800089842274,0.04124949277040879,0.050620896117285735,0.06029260857896568,0.5
sgd_no_momentum,150,10,0,0,0.9881148338317871,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.03694706417684229,0.05074520928863502,0.05019493168810979,0.06767002651400245,1.0
sgd_no_momentum,150,11,9,9,0.9982956051826477,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.04248564266758714,0.053047602349392875,0.05930439284643596,0.07318127367377214,1.0
sgd_no_momentum,150,12,5,5,0.40320032835006714,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.05367847016291158,0.06394381192997922,0.07691436824837902,0.08694686016049191,0.75
sgd_no_momentum,150,13,7,7,0.9988023042678833,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.03433537393272021,0.036149995501165044,0.04920401875070804,0.05412441192303341,1.0
sgd_no_momentum,150,14,9,9,0.9929353594779968,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.02190621204250051,0.025374678566089548,0.030251477130134874,0.03774718023063428,1.0
sgd_no_momentum,150,16,5,5,0.996635377407074,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.04544053063420517,0.048501138290134804,0.06567610661330567,0.07228737855193845,1.0
sgd_no_momentum,150,17,7,3,0.45507535338401794,0,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.03518849247184394,0.039627915504464206,0.04732447264755163,0.0522927848251018,0.5
sgd_no_momentum,150,22,4,4,0.6077485680580139,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.054260348379343654,0.0766149147044689,0.07059348168600926,0.09933462640060409,1.0
sgd_no_momentum,150,25,2,2,0.930606484413147,1,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.04170083757044174,0.05318450438981692,0.05292089252037693,0.06475472897291257,1.0
sgd_no_momentum,150,26,4,3,0.37693721055984497,0,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.0626812094762326,0.069886080518611,0.0897925133427217,0.0947528928799456,0.5
sgd_no_momentum,150,35,2,3,0.8131853938102722,0,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.048260511943699846,0.05142674296821037,0.06562886218743416,0.07199275718187881,1.0
sgd_no_momentum,300,0,3,3,0.9995225667953491,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.10887378996020458,0.17317118586035807,0.16175723734114006,0.251081628722884,1.0
sgd_no_momentum,300,1,8,8,0.9992609620094299,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.06152734349569694,0.09360132549781985,0.09225156843559953,0.13818296549911757,1.0
sgd_no_momentum,300,2,8,8,0.5618643760681152,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.06976492975503973,0.0905321295866871,0.10132609889612545,0.12229757904238925,0.5
sgd_no_momentum,300,3,0,0,0.9811559915542603,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.06801273017111517,0.10268031598720317,0.09852720893431133,0.15429117306901396,1.0
sgd_no_momentum,300,4,6,6,0.9994086027145386,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.11082955064969027,0.14402002788566692,0.19435492023567355,0.2714311924979248,1.0
sgd_no_momentum,300,5,6,6,0.9993379712104797,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.09719422948385445,0.13207835148359193,0.1374554124388514,0.18663535055393665,1.0
sgd_no_momentum,300,6,1,1,0.9969428181648254,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.07867896588196316,0.09439255542287728,0.1128047209606188,0.13992447314369283,1.0
sgd_no_momentum,300,8,3,3,0.9990731477737427,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.10919436850651507,0.13721504561253794,0.1699926182249084,0.20725703621874048,1.0
sgd_no_momentum,300,9,1,1,0.9967641830444336,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.06237271718254492,0.07507231812719006,0.0874675822029004,0.10539452911590819,1.0
sgd_no_momentum,300,10,0,0,0.9993215799331665,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.10053088646179201,0.1195283825469502,0.16499202428645435,0.1942884724374253,1.0
sgd_no_momentum,300,11,9,9,0.9988935589790344,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.09651754991429748,0.11281899182078547,0.1481676614701715,0.1745273728689397,1.0
sgd_no_momentum,300,12,5,5,0.9412354826927185,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.10872520917702153,0.12645020619141922,0.16724252967582443,0.18873905480587405,1.0
sgd_no_momentum,300,13,7,7,0.9991797804832458,1,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.0719392568085756,0.08079623807148784,0.11238813444145893,0.13735375480100998,1.0
